Table 1.  Disease-modifying drugs in independent trials involving more than 1 neurodegenerative disorder.,,,,,,,,,,,,
Drug,Trial,Phase,Diagnosis,Number of Participants,Duration of Trial,Primary Outcome(s),Biomarker Outcome(s),Year Registered,Status,,,
Donepezil,NCT03810794,N/A,AD,180,"Baseline(week -2), Treatment at week 12, Follow-up at w 12 and 24.",Alzheimer's Disease Assessment Scale-cognition(ADAS-cog); Minimum Mental State Examination(MMSE); Alzheimer's Disease Cooperative Study-Activity of Daily Living(ADCS-ADL); Quality of Life-Alzheimer's Disease(QOL-AD),,2019,2021; Recruiting,,,
,NCT04730635,P1,"AD, MCI",36,Up to approximately Week 8,Percentage Change From Baseline in Correct Responses on the One Card Learning (OCL) Task to Week 8; Percentage Change From Baseline in the Overall Standard Deviation (sd) in Average OCL Task (Arcsine Square Root Transformed) to Week 8; Percentage of Correct Responses on the OCL Task,,2021,2021; Recruiting,,,
,NCT04482413,P2,AD,80,Baseline and 28 Weeks,ADAS-Cog (Alzheimer's Disease Assessment Scale-cognitive subscale); MMSE (Mini-mental status examination); C-SSRS (Columbia Suicide Severity Rating Scale); NPI (Neuropsychiatric Inventory); ADCS-CGIC (Alzheimer's Disease Cooperative Study-Clinical Global Impression of Change); Treatment related Adverse Events,,2020,2021; Not yet recruiting,,,
,NCT04308304,P1,AD,24,Days -1 and 28,Number of Participants Experiencing an Adverse Event (AE); Number of Participants Discontinuing Study Medication due to an Adverse Event; Number of Participants With Clinically Significant Abnormalities in 12-Lead Electrocardiogram (ECG) Findings; Number of Participants with Abnormal (Impaired) Results on Targeted Neurological Exams; Number of Participants Who Reported Suicidal Ideation and/or Behavior on Study Based on Responses to the Columbia Suicide Severity Rating Scale (C-SSRS); Percent Change from Baseline in Heart Rate at Day 42; Percent Change from Baseline in Systolic Blood Pressure at Day 42; Percent Change from Baseline in Diastolic Blood Pressure at Day 42; Number of Participants with Abnormal Clinical Chemistry Test Results Reported as Adverse Events; Number of Participants with Abnormal Clinical Hematology Test Results Reported as Adverse Events; Number of Participants With Abnormal Urinalysis Results Reported as Adverse Events; Maximum Amount of Drug in the Plasma (Cmax) of MK-1942; Amount of Drug in the Plasma from the Dose to Hour 12 (AUC0-12) of MK-1942; Amount of Drug in the Plasma from the Dose to Hour 24 (AUC0-24) of MK-1942; Trough plasma concentration (Ctrough) of MK-1942; Time to Reach the Maximum Concentration in the Plasma after the Drug Dose (Tmax) of MK-1942; Apparent Terminal t1/2 of MK-1942; Apparent Clearance at Steady-state (CLss/F) of MK-1942; The Apparent Volume of Distribution at Steady State (Vzss/F) of MK-1942; Amount of Drug in the Plasma from the Dose to Hour 24 (AUC0-24) of Donepezil; Maximum Amount of Drug in the Plasma (Cmax) of Donepezil; Trough plasma concentration (Ctrough) of Donepezil; Time to Reach the Maximum Concentration in the Plasma after the Drug Dose (Tmax) of Donepezil,,2020,2021; Recruiting,,,
,NCT04661280,P3,AD,240,26 w,Difference of change in the MMSE score; Difference of change in the ADAS-Cog scale; Difference of change in the CDR scale; Difference of change in the ADL scale; Difference of change in the quality of life scale; Difference of change in the ZARIT scale,,2020,2020; Not yet recruiting,,,
,NCT02580305,P2,AD,564,Up to 26 w and a 4-week safety follow up,Change in cognition; Clinical Dementia Rating Scale - Sum of Boxes (CDR-SB); Change in functioning; Change in behavioural disturbance; Depression and Dementia; Risk of suicidality; Change in cognitive aspects of mental function; Safety and tolerability,,2015,2020; Completed,,,
,NCT01951118,P4,"AD, MCI",121,"Week 0, Week 8, Week 26, Week 52",Measurement of Everyday Cognition (Ecog); Treatment Emergent Symptom Scale (TESS); Wechsler Memory Scale (WMS)-R Digit Span; Boston Naming Test (BNT); Controlled Word Association (CFL); Wechsler Adult Intelligence Scale (WAIS) -III Digit Symbol Subtest; Trail Making Test (Parts A and B); Mini-Mental State Examination - MMSE; Pfeffer Functional Activities Questionnaire (FAQ); Clinician's Interview Based Impression (CIBIC-plus); Alzheimer's Disease Assessment Scale - Cognitive (ADAS-Cog); Change Over Time in Selective Reminding Test (SRT) Scores,,2013,2020; Completed,,,
,NCT03599726,Early P1,PD,20,43 d,Oxygenated Hemoglobin levels in the prefrontal cortex while walking (microM).; Stride time variability of gait (%).; Gait speed (m/s); Stride length (m); Turning velocity (degrees/s); Turning duration (s),,2018,2020; Completed,,,
,NCT04117178,P4,"PD, DLB, AD",110,For participants in the standard of care arm APOe4 allele status will be determined 1 year after enrollment. APOe4 allele status will be determined at the 6 month follow-up for participants in the intervention arm.,Change of Mini Mental State Examination (MMSE) test result; Change of Adenbrooke's Cognitive Exam (ACE) test result; Change of Neuropsychiatric Inventory Questionnaire (NPI-Q) score result; Change of Disability Assessment for Dementia (DAD) score result; Change of Clinical Global Impression (CGI) score result; Serum level of donepezil; Serum level of memantine; Level of compliance to treatment; Change in Geriatric Depression Scale (GDS) symptoms score; Change in quantitative electroencephalogram (qEEG); Cyp2D6 gene test; genetic test for BcHE K variant; genetic test for APOe4 allele status.,,2019,2020; Recruiting,,,
,NCT02695004,P1,AD,44,1056h,AUC; Cmax,,2016,2020; Completed,,,
,NCT02711683,,AD,92,"Baseline, 48 w",Alzheimer's disease assessment scale-cognitive subscale (ADAS-cog); Clinician's Interview-Based Impression of Change Plus Caregiver Input (CIBIC-plus); Alzheimer's Disease Cooperative Study-Activities of Daily Living(ADCS-ADL); Neuropsychiatric Inventory(NPI),,2016,2020; Completed,,,
,NCT03698695,P1,AD,152,15 d,Pharmacodynamics: Cognitive function measured with the Cognitive Drug Research (CDR) test battery; Safety Adverse events; Pharmacokinetics Plasma concentration of donepezil and mefloquine; Pharmacodynamics measured by quantitative EEG (qEEG); Pharmacodynamics measured by event related EEG potentials (P300),,2018,2020; Completed,,,
,NCT03698695,P1,AD,152,15 d,Pharmacodynamics: Cognitive function measured with the Cognitive Drug Research (CDR) test battery; Safety Adverse events; Pharmacokinetics Plasma concentration of donepezil and mefloquine; Pharmacodynamics measured by quantitative EEG (qEEG); Pharmacodynamics measured by event related EEG potentials (P300),,2018,2020; Completed,,,
,NCT02206620,P2,PD,49,Six w,Attention Network Test; Short-latency Afferent Inhibition is a Marker of Cortical Cholinergic Activity; Delta of the Variability of Stride Time While Walking; Delta Medio-lateral Postural Sway Range (Foam),,2014,2019; Completed,,,
,NCT03055741,P2,AD,180,6 m,Alzheimer's Disease Assessment Scale-cognition Korean version(ADAS-cog); Clinical Dementia Rating Sum of Box Korean version(CDR-SB); Neuropsychiatric Inventory-Q Korean version(NPI-Q); K-MMSE; Korean Instrumental Activity of Daily Living(K-IADL); Korean Trial Masking Test-elderly's version(K-TMT-e),,2017,2019; Completed,,,
,NCT03090516,P2/P3,AD,240,change from baseline at 12w,Scales to assess; Electroencephalography P300; liver function (blood); 1.5T MRI changes; Alzheimer disease assessment scale (ADAS-cog); activities of daily living scale (ADL); Change in neuropsychiatrc interventory (NPI); Change in geriatric depression scale (GDS); renal function; ECG,,2017,2019; Recruiting,,,
,NCT02769065,P1,"AD,  ",179,Pre-dose on Day 28 and at multiple time points (up to 36 hours) post-dose,"CSF Cmax: Maximum Observed Concentration in Cerebrospinal Fluid (CSF) for TAK-071; Ratio of Geometric Mean of AUC(0-24) for Donepezil After 21 Daily Doses of TAK-071; Ratio of Geometric Mean of Cmax for Donepezil After 21 Daily Doses of TAK-071; AUC(0-24): Area Under the Plasma Concentration-Time Curve From Time 0 to 24 Hours Post-dose for Donepezil; Cmax: Maximum Observed Plasma Concentration for Donepezil MRD Non-Japanese Participants; Tmax: Time to Reach the Maximum Plasma Concentration (Cmax) for Donepezil MRD Non-Japanese Participants; Ratio of CSF AUC(0-36) to the Plasma AUC(0-36) for TAK-071; Ratio of CSF AUC(0-12) to the Plasma AUC(0-12) for TAK-071; CSF AUC(0-36): Area Under the CSF Concentration-time Curve From Time 0 to 36 Hours for TAK-071; CSF AUC(0-12): Area Under the CSF Concentration-time Curve From Time 0 to 12 Hours for TAK-071; CLR: Renal Clearance for TAK-071 MRD Japanese Participants; CLR: Renal Clearance for TAK-071 MRD Non-Japanese Participants; CLR: Renal Clearance for TAK-071 SRD Non-Japanese Participants; Fet: Fraction of Administered Dose of Drug Excreted in Urine From Time 0 to Time t for TAK-071 MRD Japanese Participants; Fet: Fraction of Administered Dose of Drug Excreted in Urine From Time 0 to Time t for TAK-071 MRD Non-Japanese Participants; Fet: Fraction of Administered Dose of Drug Excreted in Urine From Time 0 to Time t for TAK-071 SRD Non-Japanese Participants; AEt: Amount of Drug Excreted in Urine From Time 0 to Time t for TAK-071 MRD Japanese Participants; AEt: Amount of Drug Excreted in Urine From Time 0 to Time t for TAK-071 MRD Non-Japanese Participants; AEt: Amount of Drug Excreted in Urine From Time 0 to Time t for TAK-071 SRD Non-Japanese Participants; Accumulation Ratio Based on Plasma Cmax (Rac[Cmax]) for TAK-071 MRD Non-Japanese Participants; Accumulation Ratio Based on Plasma Cmax (Rac[Cmax]) for TAK-071 MRD Japanese Participants; Accumulation Ratio Based on AUCτ (Rac[AUC]) for TAK-071 MRD Non-Japanese Participants; Accumulation Ratio Based on AUCτ (Rac[AUC]) for TAK-071 MRD Japanese Participants; Vz/F: Apparent Volume of Distribution During the Terminal Disposition Phase After Extravascular Administration for TAK-071 SRD Non-Japanese Participants TAK-071 + Donepezil; Vz/F: Apparent Volume of Distribution During the Terminal Disposition Phase After Extravascular Administration for TAK-071 Relative Bioavailability and Food Effect; Vz/F: Apparent Volume of Distribution During the Terminal Disposition Phase After Extravascular Administration for TAK-071 SRD Non-Japanese Participants; CL/F: Apparent Clearance After Extravascular Administration for TAK-071 SRD Non-Japanese Participants TAK-071+Donepezil; CL/F: Apparent Clearance After Extravascular Administration for TAK-071 Relative Bioavailability and Food Effect; CL/F: Apparent Clearance After Extravascular Administration for TAK-071 SRD Non-Japanese Participants; Terminal Disposition Phase Half-life (t1/2z) for TAK-071 SRD Non-Japanese Participants TAK-071+Donepezil; Terminal Disposition Phase Half-life (t1/2z) for TAK-071 Relative Bioavailability and Food Effect; Terminal Disposition Phase Half-life (t1/2z) for TAK-071 SRD Non-Japanese Participants; AUClast: Area Under the Concentration-time Curve From Time 0 to Time of the Last Quantifiable Concentration for TAK-071 SRD Non-Japanese Participants TAK-071+Donepezil; AUClast: Area Under the Concentration-time Curve From Time 0 to Time of the Last Quantifiable Concentration for TAK-071 Relative Bioavailability and Food Effect; AUClast: Area Under the Concentration-time Curve From Time 0 to Time of the Last Quantifiable Concentration for TAK-071 MRD Non-Japanese; AUClast: Area Under the Concentration-time Curve From Time 0 to Time of the Last Quantifiable Concentration for TAK-071 MRD Japanese Participants; AUClast: Area Under the Concentration-time Curve From Time 0 to Time of the Last Quantifiable Concentration for TAK-071 MRD Non-Japanese Participants; AUC∞: Area Under the Concentration-Time Curve From Time 0 to Infinity, Calculated Using the Observed Value of the Last Quantifiable Concentration for TAK-071 SRD Non-Japanese Participants TAK-071 + Donepezil; AUC∞: Area Under the Concentration-Time Curve From Time 0 to Infinity, Calculated Using the Observed Value of the Last Quantifiable Concentration for TAK-071 SRD Non-Japanese Participants; AUC(0-24): Area Under the Plasma Concentration-Time Curve From Time 0 to 24 Hours for TAK-071 SRD Non-Japanese Participants TAK-071+Donepezil; AUC∞: Area Under the Plasma Concentration-Time Curve From Time 0 to Infinity for TAK-071 Relative Bioavailability and Food Effect; AUC(0-24): Area Under the Plasma Concentration-Time Curve From Time 0 to 24 Hours for TAK-071 MRD Non-Japanese Participants [Day 21]; AUC(0-24): Area Under the Plasma Concentration-Time Curve From Time 0 to 24 Hours for TAK-071 MRD Non-Japanese Participants [Day 1]; AUC(0-24): Area Under the Plasma Concentration-Time Curve From Time 0 to 24 Hours for TAK-071 MRD Japanese Participants [Day 28]; AUC(0-24): Area Under the Plasma Concentration-Time Curve From Time 0 to 24 Hours for TAK-071 MRD Japanese Participants [Day 8]; AUC(0-24): Area Under the Plasma Concentration-Time Curve From Time 0 to 24 Hours for TAK-071 MRD Japanese Participants [Day 1]; AUC(0-24): Area Under the Plasma Concentration-Time Curve From Time 0 to 24 Hours for TAK-071 MRD Non-Japanese Participants [Day 28]; AUC(0-24): Area Under the Plasma Concentration-Time Curve From Time 0 to 24 Hours for TAK-071 MRD Non-Japanese Participants [Day 8]; AUC(0-24): Area Under the Plasma Concentration-Time Curve From Time 0 to 24 Hours for TAK-071 Multiple-Rising Dose (MRD) Non-Japanese Participants [Day 1]; AUC(0-24): Area Under the Plasma Concentration-Time Curve From Time 0 to 24 Hours for TAK-071 Single-Rising Dose (SRD) Non-Japanese Participants; Cmax: Maximum Observed Plasma Concentration for TAK-071 SRD Non-Japanese Participants TAK-071+Donepezil; Cmax: Maximum Observed Plasma Concentration for TAK-071 Relative Bioavailability and Food Effect; Tmax: Time of First Occurrence of Cmax for TAK-071 MRD Non-Japanese Participants [Day 1]; Cmax: Maximum Observed Plasma Concentration for TAK-071 MRD Non-Japanese Participants [Day 21]; Cmax: Maximum Observed Plasma Concentration for TAK-071 MRD Non-Japanese Participants [Day 1]; Cmax: Maximum Observed Plasma Concentration for TAK-071 MRD Japanese Participants [Day 28]; Cmax: Maximum Observed Plasma Concentration for TAK-071 MRD Japanese Participants [Day 8]; Cmax: Maximum Observed Plasma Concentration for TAK-071 MRD Japanese Participants [Day 1]; Cmax: Maximum Observed Plasma Concentration for TAK-071 MRD Non-Japanese Participants [Day 28]; Cmax: Maximum Observed Plasma Concentration for TAK-071 MRD Non-Japanese Participants [Day 8]; Cmax: Maximum Observed Plasma Concentration for TAK-071 Multiple-Rising Dose (MRD) Non-Japanese Participants [Day 1]; Cmax: Maximum Observed Plasma Concentration for TAK-071 Single-Rising Dose (SRD) Non-Japanese Participants; Tmax: Time of First Occurrence of Cmax for TAK-071 SRD Non-Japanese Participants TAK-071+Donepezil; Tmax: Time of First Occurrence of Cmax for TAK-071 Relative Bioavailability and Food Effect; Tmax: Time of First Occurrence of Cmax for TAK-071 MRD Non-Japanese Participants [Day 21]; Tmax: Time of First Occurrence of Cmax for TAK-071 MRD Japanese Participants [Day 28]; Tmax: Time of First Occurrence of Cmax for TAK-071 MRD Japanese Participants [Day 8]; Tmax: Time of First Occurrence of Cmax for TAK-071 MRD Japanese Participants [Day 1]; Tmax: Time of First Occurrence of Cmax for TAK-071 MRD Non-Japanese Participants [Day 28]; Tmax: Time of First Occurrence of Cmax for TAK-071 MRD Non-Japanese Participants [Day 8]; Tmax: Time of First Occurrence of Cmax for TAK-071 Multiple-Rising Dose (MRD) Non-Japanese Participants [Day 1]; Tmax: Time of First Occurrence of Cmax for TAK-071 Single-Rising Dose (SRD) Non-Japanese Participants; Percentage of Participants Who Meet the Markedly Abnormal Criteria for 12-lead Electrocardiogram (ECG) Parameters at Least Once Post-dose; Percentage of Participants Who Meet the Markedly Abnormal Criteria for Vital Sign Measurements at Least Once Post-dose; Percentage of Participants Who Meet the Markedly Abnormal Criteria for Clinical Laboratory Tests at Least Once Post-dose; Percentage of Participants Who Experienced at Least One Treatment-Emergent Adverse Event (TEAE)",,2016,2019; Terminated,,,
