Table 9.  All Intervention Matches in independent trials involving more than 1 neurodegenerative disorder.,,,,,,,,,,,,,
Drug,Trial,Phase,Diagnosis,Number of Participants,Duration of Trial,Primary Outcome(s),Biomarker Outcome(s),Year Registered,Status,,,,
,NCT02503930,N/A,PD,60,One week post intervention,Changes in frequency and severity of the freezing of gait phenomenon; fMRI scans - changes in gray matter (GM) volume; fNIRS related frontal lobe activation - changes in tissue oxygenation; Changes in cognitive performance; Immediate change in gait speed; Immediate change in gait variability,,2015,2015; Unknown status,,,,
Physical exercise,NCT04842734,N/A,AD,60,12 w,Alzheimer's Disease Related Quality of Life Scale; Montreal Cognitive Assessment Scale; Berg Balance Scale; Time up and Go Test; Sit to Stand Test; Arm Curl Test; Katz Activities of Daily Living Scale; Lawton Instrumental Activities of Daily Living Scale; Geriatric Depression Scale (Short Form),,2021,"2021; Active, not recruiting",,,behav,
,NCT02512627,N/A,MCI,55,baseline,Change scores of Montreal Cognitive Assessment (MoCA); Change scores of Stroop test; Change scores of Dual-task test; Change scores of Timed up and go (TUG) test; Change scores of the Verbal Fluency Test; Change scores of the Useful Field of View (UFOV); Change scores of the 30 second chair stand test (CST); Change scores of the Chinese version of the International Physical Activity Questionnaires (IPAQ); Change scores of the Barthel Index (BI); Change scores of the Lawton Instrumental Activities of Daily Living Scale; Change scores of the Disability Assessment for Dementia (DAD); Change scores of the Quality of Life in Alzheimer's Disease Instrument (QoLAD); Change scores of the Caregiver Burden Inventory (CBI); Change scores of the Geriatric Depression Scale (GDS); Change scores of the Community Integration Questionnaire (CIQ); Change scores of the ActiGraph GX3 accelerometers Change scores of the ActiGraph; Change scores of evaluating isometric knee flexors and extensors muscle strength; Change scores of using hand dynamometer to measure grip strength of both hand; Change scores of Wechsler Memory Scale - Third Edition (WMS-III); Change scores of Wechsler Adult Intelligence Scale - Third Edition (WAIS-III); BDNF val66met genotype,,2015,2019; Completed,,,,
,NCT02708485,N/A,AD,15,3 m,Brain Acetoacetate Consumption; Brain Glucose Consumption,,2016,2018; Completed,,,,
,NCT03167840,N/A,MCI,95,"Baseline, 3 m, 9 m",Change in Balance; Change in Gait Speed; Change in Muscle Strength; Change in Fear of Falling; Change in Quality of Life; Falls Rate; Change in Physiologic Profile Assessment (PPA) score; Change in Falls Risks for Older People in the Community (FROP-Com) Screen score; Change in Global Cognitive Function; Change in Memory Function; Change in Executive Function,,2017,2018; Unknown status,,,,
inactive drug,NCT04055623,P2,ALS,12,Baseline and week 24,"Treg suppressive function change as measured in the blood, at baseline and week 24.; Treg cell numbers measured in the blood at baseline and week 24.; Appel Amyotrophic Lateral Sclerosis Score/Grading measured at baseline and week 24.; Amyotrophic Lateral Sclerosis Functional Rating Scale-revised (ALSFRS-R) score measured at baseline and week 24.; Forced Vital Capacity (FVC) measured at baseline and week 24.; Maximum Inspiratory Pressure (MIP) measured at Baseline and Week 24.",,2019,"2021; Active, not recruiting",,,delete,stem
,NCT02655315,P2,PD,372,"baseline, at 12, 36 and 40 w",Global effect (symptomatic and disease modifying effects) on motor and non motor handicap; Disease-modifying effect on motor and non motor handicap; Effect of the motor symptoms; Quality of life and autonomy by PDQ-39 score; Quality of life and autonomy by Clinical Global Impression score; Health economics assessment; EQ-5D questionnaire; Safety criteria; Effect on overall cognitive status; Effect on gait disorders; Effect on daily living; Effect on non-motor symptoms; Lack of occurrence of motor fluctuations,,2016,"2021; Active, not recruiting",,,,
CNM-Au8,NCT04297683,P2/P3,ALS,640,24 Weeks,Disease Progression; Respiratory Function; Muscle Strength; Survival,,2020,2021; Recruiting,,,drug,
,NCT03815916,P2,PD,30,at 12 w,Measurements of Global Impression of Disease Improvement; Measurements of Global Impression of Disease Severity; Measurements of disease progression; Change in 31P-MRS Redox Ratio (NAD+/NADH); Mean Change in 31P-MRS Bioenergetic Metabolite CNS Tissue Concentration of NAD+; Mean Change in 31P-MRS Bioenergetic Metabolite CNS Tissue Concentration of NADH; Mean Change in 31P-MRS Bioenergetic Metabolite CNS Tissue Concentration of Pooled NAD+/NADH; Mean Change in 31P-MRS Bioenergetic Metabolite CNS Tissue Concentration of ATP; Mean Change in 31P-MRS Bioenergetic Metabolite CNS Tissue Concentration of Phosphocreatine (PCr); Mean Change in 31P-MRS Bioenergetic Metabolite CNS Tissue Concentration of Intracellular Inorganic Phosphate (Pi(in)); Mean Change in 31P-MRS Bioenergetic Metabolite CNS Tissue Concentration of Extracellular Inorganic Phosphate (Pi(ex)); Mean Change in 31P-MRS Bioenergetic Metabolite CNS Tissue Concentration of Uridine Diphosphate Glucose (UDPG); Mean Change in 31P-MRS Membrane Component Tissue Concentration of Phosphoethanolamine (PE); Mean Change in 31P-MRS Membrane Component CNS Tissue Concentration of Phosphocholine (PC); Mean Change in 31P-MRS Membrane Component CNS Tissue Concentration of Glycerolphophoethanolamine (GPE); Mean Change in 31P-MRS Membrane Component CNS Tissue Concentration of Glycerophosphocholine (GPC); Measures of Gait; Measures of Balance; Measure of Mobility,,2019,2020; Recruiting,,,,
,NCT04098406,P2,ALS,42,36 w,"Electromyography measures of disease progression.; Mean change in the average difference between active treatment and placebo from Baseline as measured by MScanFit MUNE of the Abductor Pollicus Brevis.; Mean change in the average difference between active treatment and placebo from Baseline for the MUSIXscore(4).; Mean change in the average difference between active treatment and placebo from Baseline for the Neurophysiological Index (NPI) of the ADM.; Mean change in the average difference between active treatment and placebo from Baseline for the Split Hand Index (SI).; Mean change between active treatment and placebo in the proportion of patients experiencing a > 6-point decline in the ALSFRS-R between active treatment and placebo.; Mean change in average ALSFRS-R score; Mean change in slope of the decline of the ALSFRS-R; Mean change between active treatment and placebo for the Combined Assessment of Function and Survival (CAFS), a joint-rank analysis of function (ALSFRS-R) and overall survival; Mean change in the proportion of patients experiencing ALS clinical composite disease progression; Mean change in rate of disease progression defined as the average change in the Functional Survival (FS) score ([Max ALSFRS-R minus current ALSFRS-R score]/symptom duration in months); Mean change in the average difference between active treatment and placebo for respiratory function as measured by forced vital capacity (FVC); Mean change in average difference between active treatment and placebo for the ALSSQOL-Short Form questionnaire (ALSSQOL-SF); Mean change in average difference between active treatment and placebo for the Clinician's Global Impression (CGI); Mean change in average difference between active treatment and placebo for the Patient's Global Impression (PGI); Difference in the proportion of patients utilizing health economic outcome measures",,2019,2020; Recruiting,,,,
,NCT04081714,,ALS,,,,,2019,2020; Available,,,,
,NCT04414345,P2/P3,ALS,160,24 Weeks,Disease Progression; Respiratory Function; Muscle Strength; Survival Comparison,,2020,2020; Enrolling by invitation,,,,
,NCT03843710,P2,ALS,24,At 12 Weeks,Change in 31P-MRS Redox Ratio (NAD+/NADH); Mean Change in 31P-MRS Bioenergetic Metabolite CNS Tissue Concentration of NAD+; Mean Change in 31P-MRS Bioenergetic Metabolite CNS Tissue Concentration of NADH; Mean Change in 31P-MRS Bioenergetic Metabolite CNS Tissue Concentration of ATP; Mean Change in 31P-MRS Bioenergetic Metabolite CNS Tissue Concentration of Phosphocreatine (PCr); Mean Change in 31P-MRS Bioenergetic Metabolite CNS Tissue Concentration of Intracellular Inorganic Phosphate (Pi(in)); Mean Change in 31P-MRS Bioenergetic Metabolite CNS Tissue Concentration of Extracellular Inorganic Phosphate (Pi(ex)); Mean Change in 31P-MRS Bioenergetic Metabolite CNS Tissue Concentration of Uridine Diphosphate Glucose (UDPG); Mean Change in 31P-MRS Membrane Component Tissue Concentration of Phosphoethanolamine (PE); Mean Change in 31P-MRS Membrane Component CNS Tissue Concentration of Phosphocholine (PC); Mean Change in 31P-MRS Membrane Component CNS Tissue Concentration of Glycerophosphoethanolamine (GPE); Mean Change in 31P-MRS Membrane Component CNS Tissue Concentration of Glycerophosphocholine (GPC),,2019,2020; Not yet recruiting,,,,
Verdiperstat,NCT04297683,P2/P3,ALS,640,24 Weeks,Disease Progression; Respiratory Function; Muscle Strength; Survival,,2020,2021; Recruiting,,,drug,
,NCT04616456,Early P1,MSA,8,1 month,standardized uptake values (SUV); standardized uptake ratios (SUVRs),,2020,"2021; Active, not recruiting",,,,
,NCT04436510,P2/P3,ALS,160,24 Weeks,Disease Progression; Respiratory Function; Muscle Strength; Survival,,2020,2020; Enrolling by invitation,,,,
,NCT03952806,P3,MSA,336,Change from Baseline to Week 48,"Evaluate the efficacy of BHV-3241, compared to placebo, as measured by a change from baseline in a modified Unified MSA Rating Scale (UMSARS) score at Week 48.; Assess the safety and tolerability of BHV-3241, relative to placebo, in subjects with MSA.; Evaluate the efficacy of BHV-3241, compared to placebo, as measured by the Clinical Global Impression of Improvement (CGI-I) score at Week 48.; Evaluate the impact of BHV-3241 on quality of life, compared to placebo, as measured by a change from baseline in the motor and non-motor subscales of the MSA- QoL scale at Week 48.; Evaluate the efficacy of BHV-3241, compared to placebo, as measured by a change from baseline in the UMSARS Part I and Part II total score at Week 48.",,2019,"2020; Active, not recruiting",,,,
High dose ANAVEX2-73,NCT03790709,P2/P3,AD,450,48 w,ADAS-Cog (Alzheimer Disease Assessment Scale-Cognition); ADCS-ADL (Activities of Daily Living); Number of participants with treatment-related adverse events as assessed by CTCAE v4.03; CDR-SB (Clinical Dementia Rating Scale Sum of Boxes); RSCAQ sleep score; Number of participants with change of brain volume assessed by MRI; Blood assessment; CSF assessment; Number of participants with pre-specified genetic variants,,2019,2021; Recruiting,,,drug,
,NCT03774459,P2,PD,132,14 w,Cognitive Drug Research (CDR) Computerized Assessment System Continuity of Attention; Number of participants with treatment-related adverse events as assessed by CTCAE v4.0; MDS-UPDRS Part III Total Score (Motor Scores); SDS-CL-25,,2018,2020; Completed,,,,
Mid dose ANAVEX2-73,NCT03790709,P2/P3,AD,450,48 w,ADAS-Cog (Alzheimer Disease Assessment Scale-Cognition); ADCS-ADL (Activities of Daily Living); Number of participants with treatment-related adverse events as assessed by CTCAE v4.03; CDR-SB (Clinical Dementia Rating Scale Sum of Boxes); RSCAQ sleep score; Number of participants with change of brain volume assessed by MRI; Blood assessment; CSF assessment; Number of participants with pre-specified genetic variants,,2019,2021; Recruiting,,,drug,
,NCT03774459,P2,PD,132,14 w,Cognitive Drug Research (CDR) Computerized Assessment System Continuity of Attention; Number of participants with treatment-related adverse events as assessed by CTCAE v4.0; MDS-UPDRS Part III Total Score (Motor Scores); SDS-CL-25,,2018,2020; Completed,,,,
Quetiapine,NCT04373317,P4,PD,358,8 Weeks,CGI-I Psychosis; SAPS-PD; MDS-UPDRS III; Zarit Caregiver Burden Scale,,2020,2021; Not yet recruiting,,,drug,
,NCT04164758,P2,PD,11,4 Weeks Treatment Duration,Treatment-emergent adverse events (TEAEs),,2019,2020; Terminated,,,,
,NCT00015548,N/A,AD,450,,,,2001,2015; Completed,,,,
,NCT00375557,P4,AD,0,6 w,The change from the Baseline to the End of the Study/Early Termination visit in the CMAI & Quality of life scale scores.,,2006,2015; Withdrawn,,,behav,
Exercise,NCT02598973,P1/P2,PD,120,1 year,change in dopamine transporter imaging,,2015,"2021; Active, not recruiting",,,behav,
,NCT04835649,N/A,PD,30,Assessment will be conducted immediately after the intervention,"Manual dexterity performance - Baseline; Manual dexterity performance - Post intervention; Finger and hand function - Baseline; Finger and hand function - Post intervention; Upper extremity performance (coordination, dexterity and functioning) - Baseline; Upper extremity performance (coordination, dexterity and functioning) - Post intervention; Isometric hand strength - Baseline; Isometric hand strength - Post intervention; Isometric pinch strength - Baseline; Isometric pinch strength - Post intervention; Disease severity and disability - Baseline; Disease severity and disability - Post intervention; Health-related Quality of Life - Baseline; Health-related Quality of Life - Post intervention",,2021,2021; Recruiting,,,,
